code	meaning
T-02670	SKIN OF FINGER, NOS
T-02672	SKIN OF PALMAR SURFACE, FINGER, NOS
T-02680	SKIN OF THUMB
T-02722	SKIN OF PALMAR SURFACE, FIFTH FINGER
T-02800	SKIN OF LOWER EXTREMITY, NOS
T-02810	SKIN OF THIGH, NOS
T-02814	SKIN OF MEDIAL SURFACE OF THIGH
T-02815	SKIN OF LATERAL THIGH
T-02820	SKIN OF KNEE, NOS
T-02822	SKIN OF LOWER LEG & ANKLE
T-02830	SKIN OF LEG
T-02835	SKIN OF SHIN
T-02836	SKIN OF CALF OF LEG
T-02840	SKIN OF ANKLE, NOS
T-02841	SKIN OF HEEL
T-02842	SKIN OF ANKLE AND FOOT, NOS
T-02850	SKIN OF FOOT, NOS
T-02851	SKIN OF DORSUM OF FOOT
T-02852	SKIN OF SOLE OF FOOT
T-02854	SKIN OF MEDIAL BORDER OF SOLE OF FOOT
T-02862	SKIN OF PLANTAR SURFACE OF FOOT & TOE
T-02870	SKIN OF TOE, NOS
T-02872	SKIN OF PLANTAR SURFACE, TOE, NOS
T-02895	SKIN BETWEEN SECOND AND THIRD TOES
T-02905	SKIN BETWEEN THIRD AND FOURTH TOES
T-02910	SKIN OF FOURTH TOE, NOS
T-02920	SKIN OF LITTLE TOE, NOS
T-03000	SUBCUTANEOUS TISSUE, NOS
T-03100	SUBCUTANEOUS TISSUE OF HEAD, NOS
T-03102	SUBCUTANEOUS TISSUE OF SCALP, NOS
T-03104	SUBCUTANEOUS TISSUE OF FOREHEAD
T-03120	SUBCUTANEOUS TISSUE OF FACE, NOS
T-03121	SUBCUTANEOUS TISSUE OF CHEEK
T-03133	SUBCUTANEOUS TISSUE OF PERIORBITAL REGION
T-03140	SUBCUTANEOUS TISSUE OF NOSE, NOS
T-03150	SUBCUTANEOUS TISSUE OF LIP, NOS
T-03155	SUBCUTANEOUS TISSUE OF CHIN
T-03300	SUBCUTANEOUS TISSUE OF NECK, NOS
T-03400	SUBCUTANEOUS TISSUE OF TRUNK, NOS
T-03410	SUBCUTANEOUS TISSUE OF SHOULDER, NOS
T-03420	SUBCUTANEOUS TISSUE OF AXILLA, NOS
T-03424	SUBCUTANEOUS TISSUE OF CHEST
T-03450	SUBCUTANEOUS TISSUE OF BACK, NOS
T-03460	SUBCUTANEOUS TISSUE OF FLANK, NOS
T-03461	SUBCUTANEOUS TISSUE OF RIGHT FLANK
T-03462	SUBCUTANEOUS TISSUE OF LEFT FLANK
T-03480	SUBCUTANEOUS TISSUE OF ABDOMEN, NOS
T-03487	SUBCUTANEOUS TISSUE OF INGUINAL REGION
T-03500	SUBCUTANEOUS TISSUE OF PERINEUM
T-03503	SUBCUTANEOUS TISSUE OF PUBIC AREA
T-03507	SUBCUTANEOUS TISSUE OF PERIANAL AREA
T-03545	SUBCUTANEOUS TISSUE OF SCROTUM
T-03600	SUBCUTANEOUS TISSUE OF UPPER EXTREMITY, NOS
T-03640	SUBCUTANEOUS TISSUE OF WRIST, NOS
T-03660	SUBCUTANEOUS TISSUE OF HAND & FINGER, NOS
T-03800	SUBCUTANEOUS TISSUE OF LOWER EXTREMITY, NOS
T-03810	SUBCUTANEOUS TISSUE OF THIGH, NOS
T-03820	SUBCUTANEOUS TISSUE OF KNEE, NOS
T-03822	SUBCUTANEOUS TISSUE OF LOWER LEG AND ANKLE
T-03835	SUBCUTANEOUS TISSUE OF SHIN
T-03840	SUBCUTANEOUS TISSUE OF ANKLE
T-03850	SUBCUTANEOUS TISSUE OF FOOT, NOS
T-03851	SUBCUTANEOUS TISSUE OF DORSUM OF FOOT
T-04000	BREAST, NOS
T-04010	FEMALE BREAST, NOS
T-04020	FEMALE BREAST RIGHT
T-04030	FEMALE BREAST, LEFT
T-04040	MALE BREAST
T-04050	MALE BREAST, RIGHT
T-04100	NIPPLE
T-0410L	NIPPLE, LEFT
T-0410R	NIPPLE, RIGHT
T-04300	DUCT OF MAMMARY GLAND, NOS
T-04410	ACINUS OF MAMMARY GLAND
T-05100	RETICULOENDOTHELIAL SYSTEM, NOS
T-05110	RETICULUM CELL
T-05140	MAST CELL
T-05200	LYMPHOCYTIC TISSUE
T-05230	LYMPHOCYTE, NOS
T-05260	LARGE LYMPHOCYTE
T-05500	LEUKOCYTE, NOS
T-06000	BONE MARROW, NOS
T-06008	BONE MARROW FATTY TISSUE
T-06009	BONE MARROW TRABECULAR BONE
T-06010	BONE MARROW RETICULOENDOTHELIAL CELL, NOS
T-06100	BONE MARROW ERYTHROID CELL, NOS
T-06160	BONE MARROW ERYTHROCYTE
T-06200	BONE MARROW MYELOID CELL, NOS
T-06260	BONE MARROW NEUTROPHIL, NOS
T-06340	BONE MARROW EOSINOPHIL
T-06440	BONE MARROW BASOPHIL
T-06540	BONE MARROW MEGAKARYOCYTE
T-06570	BONE MARROW MAST CELL
T-06600	BONE MARROW LYMPHOID TISSUE
T-06660	BONE MARROW LYMPHOCYTE, NOS
T-06700	BONE MARROW MONOCYTE, NOS
T-06750	BONE MARROW PLASMA CELL, NOS
T-06910	BONE MARROW FIBROCYTE, NOS
T-06920	BONE MARROW FIBROBLAST
T-07000	SPLEEN, NOS
T-07010	SPLENIC CAPSULE
T-07020	HILUS OF SPLEEN
T-07030	SPLENIC WHITE PULP
T-07031	SPLENIC LYMPHATIC FOLLICLE
T-07032	SPLENIC GERMINAL CENTER
T-07033	SPLENIC PERIARTERIOLAR LYMPHATIC SHEATH
T-07040	SPLENIC RED PULP
T-07050	TRABECULA OF SPLEEN
T-07060	SPLENIC SINUSOIDS
T-07300	SPLENIC ARTERIOLES
T-07600	SPLENIC VENULES
T-08000	LYMPH NODE, NOS
T-08010	CAPSULE OF LYMPH NODE
T-08020	SINUSOID OF LYMPH NODE
T-08030	LYMPHATIC FOLLICLE, LYMPH NODE
T-08040	MEDULLARY CORD OF LYMPH NODE
T-08050	HILUS OF LYMPH NODE
T-08060	GERMINAL CENTER OF LYMPH NODE
T-08070	AFFERENT LYMPHATIC OF LYMPH NODE
T-08080	EFFERENT LYMPHATIC OF LYMPH NODE
T-08090	PARACORTICAL AREA OF LYMPH NODE
T-08160	SUBMANDIBULAR LYMPH NODE
T-0816L	SUBMANDIBULAR LYMPH NODE, LEFT
T-0816R	SUBMANDIBULAR LYMPH NODE, RIGHT
T-08180	MANDIBULAR LYMPH NODE
T-08200	CERVICAL LYMPH NODE, NOS
T-08210	SUPERIOR DEEP CERVICAL LYMPH NODE
T-08250	RETROPHARYNGEAL LYMPH NODES
T-08270	PRETRACHEAL LYMPH NODE
T-08300	LYMPH NODE OF THORAX, NOS
T-08320	BRONCHOPULMONARY LYMPH NODE (HILAR)
T-08330	BRONCHIAL LYMPH NODE
T-08332	TRACHEOBRONCHIAL LYMPH NODE
T-08340	TRACHEAL LYMPH NODE
T-08350	PARASTERNAL (INTERNAL MAMMARY) LYMPH NODE
T-08360	MEDIASTINAL LYMPH NODE
T-08400	ABDOMINAL LYMPH NODE, NOS
T-08420	MESENTERIC LYMPH NODE (SUPERIOR)
T-08430	INFERIOR MESENTERIC LYMPH NODE
T-08470	PANCREATICOSPLENIC LYMPH NODE
T-08480	PERIAORTIC LYMPH NODE
T-08490	LUMBAR LYMPH NODE
T-08510	MESENTERIC LYMPH NODE, NOS
T-08520	ILEOCOLIC LYMPH NODE
T-08560	COLIC LYMPH NODE, NOS
T-08600	PELVIC LYMPH NODE, NOS
T-08610	ILIAC LYMPH NODE
T-08650	SACRAL LYMPH NODE
T-08660	PARAMETRIAL LYMPH NODE
T-08710	AXILLARY LYMPH NODE
T-0871L	AXILLARY LYMPH NODE, LEFT
T-0871R	AXILLARY LYMPH NODE, RIGHT
T-08720	BRACHIAL LYMPH NODE
T-08760	SUBSCAPULAR LYMPH NODE
T-08810	INGUINAL LYMPH NODE, NOS
T-0881L	INGUINAL LYMPH NODE, LEFT
T-0881R	INGUINAL LYMPH NODE, RIGHT
T-08830	FEMORAL LYMPH NODE
T-08850	POPLITEAL LYMPH NODE
T-08900	LYMPH NODES, GENERALIZED
T-08910	LYMPH NODES, MULTIPLE PERIPHERAL SITES
T-08920	LYMPH NODES, MULTIPLE VISCERAL SITES
T-09250	RETRO PHARYNGEAL LYMPH NODE, NOS
T-09510	THORACIC DUCT
T-09550	LYMPHATIC OF LUNG
T-09560	Pericardial Sac
T-09640	LYMPHATIC OF SMALL INTESTINE
T-0X000	BLOOD, NOS
T-0X003	BLOOD, VENOUS
T-0X110	BLOOD ERYTHROCYTIC CELL, NOS
T-0X140	BLOOD LEUKOCYTE, NOS
T-0X160	BLOOD NEUTROPHIL
T-0X170	BLOOD EOSINOPHIL
T-0X320	Blood, megakaryocyte
T-0X330	THROMBOCYTE
T-0X400	PLASMA
T-0X401	HEMOLYZED PLASMA
T-0X500	SERUM
T-0X501	HEMOLYZED SERUM
T-0Y100	CUTANEOUS FLUID
T-0Y300	MAMMARY FLUID, NOS
T-0Y310	MILK
T-0Y320	COLOSTRUM
T-10000	SKELETAL SYSTEM, NOS
T-10020	SKELETAL BONE, NOS
T-10100	CRANIAL AND FACIAL BONE, NOS
T-10101	SKULL, NOS
T-10110	FRONTAL BONE, NOS
T-10120	PARIETAL BONE, NOS
T-10130	TEMPORAL BONE, NOS
T-10140	OCCIPITAL BONE, NOS
T-10166	ZYGOMA
T-10170	MAXILLA, NOS
T-10172	PREMAXILLA
T-10179	DENTAL ALVEOLI OF MAXILLA
T-10180	MANDIBLE, NOS
T-10183	DENTAL ALVEOLI OF MANDIBLE
T-10195	CALVARIUM, NOS
T-10196	FACIAL BONE, NOS
T-10300	RIB CAGE, NOS
T-10310	STERNUM, NOS
T-10315	MANUBRIUM
T-10327	XIPHOID PROCESS OF STERNUM
T-10350	RIB, NOS
T-10500	VERTEBRAL COLUMN, NOS
T-10510	VERTEBRAE, NOS
T-10511	SPINOUS PROCESS OF VERTEBRA, NOS
T-10590	ALL CERVICAL VERTEBRAE
T-10595	CERVICAL VERTEBRA
T-10600	THORACIC VERTEBRA, NOS
T-10740	LUMBAR VERTEBRA, NOS
T-10800	SACRUM, NOS
T-10806	SACRAL VERTEBRA, NOS
T-10830	COCCYX, NOS
T-10835	COCCYGEAL VERTEBRA, NOS
T-10920	THORACIC AND LUMBAR VERTEBRAE, CS
T-10930	LUMBAR AND SACRAL VERTEBRAE, CS
T-11280	SCAPULA, NOS
T-11310	CLAVICLE, NOS
T-11340	ILIUM, NOS
T-11349	ILIUM, BODY OF
T-11350	ISCHIUM, NOS
T-11380	PELVIC BONES, NOS
T-11390	ACETABULUM, NOS
T-11400	BONE OF UPPER EXTREMITY, NOS
T-11401	BONE OF FOREARM, NOS
T-11410	HUMERUS, NOS
T-11412	SHAFT OF HUMERUS
T-11418	MEDIAL EPICONDYLE OF HUMERUS
T-11419	LATERAL EPICONDYLE OF HUMERUS
T-11420	RADIUS, NOS
T-11429	RADIUS, DISTAL EPIPHYSIS OF
T-11430	ULNA, NOS
T-11431	OLECRANON
T-11440	CARPAL BONE, NOS
T-11441	ULNA, DISTAL
T-11500	BONE OF HAND
T-11540	METACARPAL, NOS
T-11562	SHAFT OF SECOND METACARPAL BONE
T-11572	Shaft of third metacarpal bone
T-11582	SHAFT OF FOURTH METACARPAL BONE
T-11592	SHAFT OF FIFTH METACARPAL BONE
T-11600	PHALANX, NOS
T-11620	PHALANX OF THUMB, NOS
T-11622	DISTAL PHALANX OF THUMB
T-11630	PHALANX OF INDEX FINGER, NOS
T-11633	DISTAL PHALANX OF INDEX FINGER
T-11640	PHALANX OF MIDDLE FINGER, NOS
T-11641	PROXIMAL PHALANX OF MIDDLE FINGER
T-11642	MIDDLE PHALANX OF MIDDLE FINGER
T-11643	DISTAL PHALANX OF MIDDLE FINGER
T-11650	PHALANX OF RING FINGER, NOS
T-11652	MIDDLE PHALANX OF RING FINGER
T-11653	DISTAL PHALANX RING FINGER
T-11661	PROXIMAL PHALANX OF LITTLE FINGER
T-11662	MIDDLE PHALANX OF LITTLE FINGER
T-11663	DISTAL PHALANX OF LITTLE FINGER
T-11700	BONE OF LOWER EXTREMITY, NOS
T-11710	FEMUR, NOS
T-11711	HEAD OF FEMUR
T-11712	NECK OF FEMUR
T-11717	SHAFT OF FEMUR
T-11720	PATELLA, NOS
T-11730	TIBIA, NOS
T-11731	CONDYLE OF TIBIA, MEDIAL
T-11735	TIBIAL TUBEROSITY
T-11736	SHAFT OF TIBIA
T-1173F	CONDYLE OF TIBIA, NOS
T-11740	FIBULA, NOS
T-11750	TARSAL BONE, NOS
T-11755	BONE OF FOOT, NOS
T-11760	CALCANEUS, NOS
T-11840	METATARSAL, NOS
T-11860	SECOND METATARSAL BONE, NOS
T-11892	BASE OF FIFTH METATARSAL BONE
T-11910	PHALANX OF FOOT, NOS
T-11942	SHAFT OF PHALANX OF THIRD TOE
T-11945	PROXIMAL PHALANX OF THIRD TOE
T-11952	SHAFT OF PHALANX OF FOURTH TOE
T-11955	PROXIMAL PHALANX OF FOURTH TOE
T-11957	DISTAL PHALANX OF FOURTH TOE
T-11960	PHALANX OF FIFTH TOE.
T-11962	SHAFT OF PHALANX OF LITTLE TOE
T-11966	MIDDLE PHALANX OF LITTLE TOE
T-11967	DISTAL PHALANX OF LITTLE TOE
T-11983	TIBIA AND FIBULA, CS
T-12000	JOINT, NOS
T-12040	SYNOVIAL TISSUE
T-12051	SYNOVIAL JOINT, NOS
T-12082	SUTURE OF SKULL
T-12101	JOINT OF HEAD, NOS
T-12102	JOINT OF VERTEBRAL COLUMN, NOS
T-12106	INTERVERTEBRAL SPACE, NOS
T-12110	SAGITTAL SUTURE, SKULL
T-12120	CORONAL SUTURE, SKULL
T-12130	LAMBOID SUTURE
T-12290	TEMPOROMANDIBULAR JOINT, NOS
T-12330	JOINT OF THORACIC VERTEBRA, NOS
T-12340	JOINT OF LUMBAR VERTEBRAE, NOS
T-12341	INTERVERTEBRAL DISC OF LUMBAR VERTEBRA, NOS
T-12350	LUMBOSACRAL JOINT
T-12411	HUMEROSCAPULAR JOINT
T-12430	ELBOW JOINT, NOS
T-12460	JOINT OF WRIST, NOS
T-12520	CARPOMETACARPAL JOINT, NOS
T-12530	METACARPOPHALANGEAL JOINT, NOS
T-12550	METACARPOPHALANGEAL JOINT OF INDEX FINGER
T-12596	INTERPHALANGEAL JOINT OF MIDDLE FINGER
T-1259X	INTERPHALANGEAL JOINT OF LITTLE FINGER
T-12610	STERNOCLAVICULAR JOINT, NOS
T-12650	COSTOCHRONDAL SYNCHONDROSIS
T-12680	SACROILIAC JOINT
T-12700	JOINT OF LOWER EXTREMITY, NOS
T-12710	HIP JOINT
T-1271C	PERCONDYLAR PART OF FEMUR
T-1271D	FEMUR, EPICONDYLAR PART
T-12720	KNEE JOINT, NOS
T-12721	CAPSULE, KNEE JOINT
T-12725	INFRAPATELLAR SYNOVIAL PLICA
T-12735	ARTICULAR FACET OF PATELLA, NOS
T-12750	ANKLE JOINT, NOS
T-12810	Metatarsophalangeal joint
T-12870	INTERPHALANGEAL JOINT OF TOE, NOS
T-13000	SKELETAL MUSCLE, NOS
T-13001	MUSCLE, NOS
T-13100	MUSCLE OF HEAD, NOS
T-13205	STRIATED MUSCLE
T-13260	MASSETER MUSCLE
T-13270	TEMPORAL MUSCLE
T-13300	MUSCLE OF NECK
T-13600	MUSCLE OF UPPER EXTREMITY, NOS
T-13670	BICEPS BRACHII MUSCLE
T-13690	TRICEPS BRACHII MUSCLE
T-13740	PRONATOR TERES MUSCLE
T-13770	FLEXOR CARPI ULNARIS MUSCLE, NOS
T-13780	FLEXOR DIGITORUM MUSCLE, NOS
T-13820	BRACHIORADIALIS MUSCLE
T-14090	MUSCLE OF BACK, NOS
T-14100	MUSCLE OF THORAX, NOS
T-14110	PECTORALIS MAJOR MUSCLE, NOS
T-14160	INTERCOSTAL MUSCLE, NOS
T-14170	MUSCLE OF UPPER BACK, NOS
T-14200	MUSCLE OF ABDOMEN, NOS
T-14260	RECTUS ABDOMINIS MUSCLE
T-14400	MUSCLE OF HIP AND THIGH, NOS
T-14413	PSOAS MINOR MUSCLE
T-14414	PSOAS MUSCLE, NOS
T-14420	OBTURATOR MUSCLE, NOS
T-14490	SARTORIUS, NOS
T-14491	SARTORIUS, RIGHT
T-14492	SARTORIUS, LEFT
T-14520	ADDUCTOR LONGUS MUSCLE
T-14540	GRACILIS MUSCLE
T-14550	QUADRICEPS FEMORIS MUSCLE
T-14560	RECTUS FEMORIS MUSCLE
T-14570	VASTUS LATERALIS MUSCLE
T-14580	VASTUS MEDIALIS MUSCLE
T-14630	BICEPS FEMORIS MUSCLE
T-14640	SEMIMEMBRANOSUS MUSCLE
T-14650	SEMITENDINOSUS MUSCLE
T-14700	MUSCLE OF LEG, NOS
T-14730	GASTROCNEMIUS MUSCLE
T-14740	SOLEUS MUSCLE
T-14750	Plantaris Muscle
T-14811	PERONEUS LONGUS MUSCLE
T-14900	MUSCLE OF FOOT, NOS
T-16000	BURSA, NOS
T-17010	TENDON, NOS
T-17050	TENDON SHEATH, NOS
T-17630	QUADRICEPS TENDON
T-17860	ACHILLES TENDON
T-18010	LIGAMENT, NOS
T-18420	LIGAMENT OF KNEE JOINT, NOS
T-18422	CRUCIATE LIGAMENTS OF KNEE JOINT, NOS
T-18427	PATELLAR LIGAMENT
T-18580	LIGAMENT OF METATARSOPHALANGEAL JOINT, NOS
T-18600	FASCIA, NOS
T-18690	CAROTID SHEATH
T-1874L	INGUINAL RING, LEFT
T-1874R	INGUINAL RING, RIGHT
T-18905	FEMORAL TRIANGLE
T-18910	FASCIA LATA
T-18968	RETROPUBIC SPACE
T-1X000	SOFT TISSUE, NOS
T-1X005	SOFT TISSUE AND OTHER C.T., NOS
T-1X010	Maintain Jacket
T-1X020	YELLOW FAT
T-1X030	PANICULUS ADIPOSUS
T-1X040	BROWN FAT
T-1X200	CONNECTIVE TISSUE, NOS
T-1X500	BONE, NOS
T-1X505	SHAFT OF BONE, NOS
T-1X510	PERIOSTEUM
T-1X520	CORTEX OF BONE
T-1X543	MEDULLARY CAVITY OF BONE
T-1X551	EPIPHYSIS, PROXIMAL
T-1X555	EPIPHYSEAL GROWTH PLATE, NOS
T-1X557	EPIPHYSEAL GROWTH PLATE, DISTAL
T-1X560	METAPHYSIS, NOS
T-1X570	DIAPHYSIS, NOS
T-1X700	CARTILAGE, NOS
T-1Y000	SYNOVIAL FLUID
T-20000	RESPIRATORY TRACT, NOS
T-20100	UPPER RESPIRATORY TRACT, NOS
T-20200	LOWER RESPIRATORY TRACT, NOS
T-21000	NOSE, NOS
T-21010	MUCOUS MEMBRANE OF NOSE
T-21300	INTERNAL NOSE, NOS
T-21310	NOSTRIL, NOS
T-2131L	NOSTRIL, LEFT
T-2131R	NOSTRIL, RIGHT
T-21340	NASAL SEPTUM, NOS
T-21360	NASAL TURBINATE, NOS
T-22000	PARANASAL SINUS, NOS
T-22100	MAXILLARY SINUS, NOS
T-22200	FRONTAL SINUS, NOS
T-23000	NASOPHARYNX, NOS
T-24020	MUCOUS MEMBRANE OF EPIGLOTTIS
T-24100	LARYNX, NOS
T-25000	TRACHEA, NOS
T-25010	TRACHEAL MUCOUS MEMBRANE
T-25020	TRACHEAL SUBMUCOSA
T-25100	TRACHEAL CARTILAGE
T-25400	PERITRACHEAL TISSUE
T-25910	TRACHEA AND BRONCHUS
T-26000	BRONCHUS, NOS
T-26010	MUCOUS MEMBRANE OF BRONCHUS
T-26040	BRONCHIAL CARTILAGE
T-26050	MUSCULARIS OF BRONCHUS
T-26100	RIGHT MAIN BRONCHUS
T-26500	LEFT MAIN BRONCHUS
T-26800	BRONCHI, ALL, NOS
T-26980	BRONCHUS AND LUNG, CS
T-27000	BRONCHIOLE, NOS
T-27010	MUCOUS MEMBRANE OF BRONCHIOLE
T-27030	MUSCULARIS OF BRONCHIOLE
T-27040	TERMINAL BRONCHIOLE
T-27900	BRONCHIOLO-PULMONARY, CS
T-28000	LUNG, NOS
T-28010	PULMONARY ALVEOLI
T-28020	ALVEOLAR EPITHELIUM
T-28030	ALVEOLAR WALL
T-28100	RIGHT LUNG, NOS
T-28120	RIGHT LUNG, BASE
T-28200	RIGHT UPPER LOBE OF LUNG , NOS
T-28300	RIGHT MIDDLE LOBE OF LUNG
T-28400	RIGHT LOWER LOBE OF LUNG, NOS
T-28500	LEFT LUNG, NOS
T-28510	LEFT LUNG, APEX
T-28560	SEGMENT OF LEFT LUNG, NOS
T-28600	LEFT UPPER LOBE OF LUNG, NOS
T-28700	LEFT LOWER LOBE OF LUNG, NOS
T-28720	ANTERIOR MEDIAL BASAL SEGMENT, LOWER LEFT LOBE
T-28740	BASE OF LEFT LUNG, POSTERIOR BASAL SEGMENT
T-28780	INTERSTITIAL TISSUE OF LUNG
T-28800	LUNGS, BOTH
T-28810	LYMPHOID TISSUE OF LUNG
T-28900	LUNG AND PLEURA, CS
T-29000	PLEURA, NOS
T-29020	SUBPLEURAL TISSUE
T-29100	RIGHT PLEURA, NOS
T-29110	RIGHT VISCERAL PLEURA
T-29120	Right parietal pleura
T-29200	LEFT PLEURA, NOS
T-29210	LEFT VISCERAL PLEURA
T-29220	LEFT PARIETAL PLEURA
T-29330	DIAPHRAGMATIC PLEURA
T-2X010	UPPER RESPIRATORY FLUIDS
T-2X110	NASAL MUCUS
T-2X120	NASAL CAVITY
T-2X12L	NASAL CAVITY, LEFT
T-2X12R	NASAL CAVITY, RIGHT
T-2Y010	LOWER RESPIRATORY FLUIDS
T-2Y211	LARYNGEAL MUCUS
T-2Y320	TRACHEAL LUMEN
T-2Y600	PLEURAL FLUID, NOS
T-2Y700	PLEURAL CAVITY, NOS
T-2Y710	RIGHT PLEURAL CAVITY
T-2Y720	LEFT PLEURAL CAVITY
T-30000	CARDIOVASCULAR SYSTEM, NOS
T-31000	PERICARDIUM, NOS
T-31010	EPICARDIUM
T-31030	PERICARDIAL MESOTHELIUM
T-31040	PERICARDIAL FAT
T-32000	HEART, NOS
T-32010	RIGHT SIDE OF HEART
T-32020	LEFT SIDE OF HEART
T-32040	APEX OF HEART
T-32100	ATRIUM, NOS
T-32110	AURICULAR APPENDAGE, NOS
T-32120	INTERATRIAL SEPTUM
T-32130	FORAMEN OVALE, NOS
T-32200	RIGHT ATRIUM, NOS
T-32210	RIGHT AURICULAR APPENDAGE
T-32230	VALVE OF INFERIOR VENA CAVA
T-32300	LEFT ATRIUM, NOS
T-32310	LEFT AURICULAR APPENDAGE
T-32400	VENTRICLE, NOS
T-32410	INTERVENTRICULAR SEPTUM, NOS
T-32500	RIGHT VENTRICLE, NOS
T-32600	LEFT VENTRICLE, NOS
T-33010	MYOCARDIUM, NOS
T-33300	MYOCARDIUM OF RIGHT VENTRICLE
T-33320	ANTERIOR PAPILLARY MUSCLE OF RIGHT VENTRICLE
T-33400	MYOCARDIUM OF LEFT VENTRICLE
T-33410	PAPILLARY MUSCLES OF LEFT VENTRICLE
T-33500	MYOCARDIUM OF VENTRICULAR SEPTUM
T-33550	MYOCARDIUM, INTERSTITIAL TISSUE
T-34000	ENDOCARDIUM, NOS
T-34100	ENDOCARDIUM OF RIGHT ATRIUM
T-34200	Endocardium of left atrium
T-34300	ENDOCARDIUM RIGHT VENTRICLE
T-34400	ENDOCARDIUM OF LEFT VENTRICLE
T-36000	TRICUSPID VALVE, NOS
T-37000	PULMONIC VALVE, NOS
T-38000	MITRAL VALVE, NOS
T-39000	AORTIC VALVE, NOS
T-3X100	PERICARDIAL FLUID
T-3X200	PERICARDIAL CAVITY
T-40000	BLOOD VESSEL, NOS
T-40080	Perivascular space, NOS
T-40920	GREAT VESSELS, CS
T-41000	ARTERY, NOS
T-41010	Tunica intima of artery
T-41020	TUNICA MEDIA OF ARTERY
T-41030	TUNICA ADVENTITIA OF ARTERY
T-41830	ARTERIES, ALL MEDIUM
T-41931	CAROTID ARTERY, RIGHT
T-41932	CAROTID ARTERY, LEFT
T-42000	AORTA, NOS
T-42010	AORTIC TUNICA INTIMA
T-42030	AORTIC TUNICA MEDIA
T-42040	AORTIC TUNICA ADVENTITIA
T-42050	PERIAORTIC TISSUE
T-42200	SINUS OF VALSALVA, NOS
T-42300	AORTIC ARCH
T-42400	DESCENDING THORACIC AORTA
T-42500	ABDOMINAL AORTA
T-43000	CORONARY ARTERY, NOS
T-43100	LEFT CORONARY ARTERY, NOS
T-43110	LEFT CORONARY ARTERY, ANTERIOR DESCENDING BRANCH
T-44000	PULMONARY ARTERY, NOS
T-44100	TRUNK OF PULMONARY ARTERY
T-44800	PULMONARY ARTERY, PERIPH BRNCHS
T-45010	CAROTID ARTERY, NOS
T-45100	COMMON CAROTID ARTERY, NOS
T-45110	RIGHT COMMON CAROTID ARTERY
T-45120	LEFT COMMON CAROTID ARTERY
T-45370	HYPOPHYSEAL ARTERY
T-45510	CEREBRAL ARTERY, NOS
T-45520	CIRCLE OF WILLIS, NOS
T-45540	Anterior cerebral artery, NOS
T-45600	MIDDLE CEREBRAL ARTERY, NOS
T-45800	BASILAR ARTERY, NOS
T-46010	BRACHIO-CEPHALIC ARTERY
T-46120	LEFT SUBCLAVIAN ARTERY
T-46200	INTERNAL THORACIC ARTERY, NOS (INTERNAL MAMMARY)
T-46400	CELIAC ARTERY
T-46440	GASTRO-DUODENAL ARTERY
T-46460	SPLENIC ARTERY
T-46461	SPLENIC ARTERY PANCREATIC BRANCH
T-46500	MESENTERIC ARTERY, NOS
T-46510	SUPERIOR MESENTERIC ARTERY
T-46560	COLIC ARTERY
T-46600	RENAL ARTERY, NOS
T-46620	LEFT RENAL ARTERY
T-46673	ARCUATE ARTERY OF KIDNEY
T-46674	INTERLOBULAR ARTERY OF KIDNEY
T-46681	GLOMERULAR CAPILLARIES
T-46700	ILIAC ARTERY
T-46710	COMMON ILIAC ARTERY, NOS
T-46820	UTERINE ARTERY
T-46970	TESTICULAR ARTERY
T-47000	ARTERY OF EXTREMITY, NOS
T-47160	BRACHIAL ARTERY, NOS
T-47210	RIGHT ULNAR ARTERY
T-47300	Radial Artery, NOS
T-47400	FEMORAL ARTERY, NOS
T-47410	RIGHT FEMORAL ARTERY
T-47420	LEFT FEMORAL ARTERY
T-47540	SUPERIOR GENICULAR ARTERY, NOS
T-48000	VEIN, NOS
T-48150	JUGULAR VEIN, NOS
T-48160	EXTERNAL JUGULAR VEIN
T-48170	INTERNAL JUGULAR VEIN
T-48200	CEREBRAL VEIN
T-48330	SUBCLAVIAN VEIN, NOS
T-48333	SUBCLAVIAN VEIN, RIGHT
T-48334	SUBCLAVIAN VEIN, LEFT
T-48340	AZYGOUS VEIN
T-48400	CARDIAC VEIN, NOS
T-48440	SMALL CARDIAC VEIN
T-48500	PULMONARY VEIN, NOS
T-48600	VENA CAVA
T-48610	SUPERIOR VENA CAVA
T-48710	INFERIOR VENA CAVA
T-48720	HEPATIC VEIN
T-48730	CENTRAL VEINS OF LIVER
T-48740	RENAL VEIN, NOS
T-48742	LEFT TESTICULAR VEIN
T-48743	OVARIAN VEIN, LEFT
T-48750	SUPRARENAL VEIN, NOS
T-48780	OVARIAN VEIN, NOS
T-48782	RIGHT TESTICULAR VEIN
T-48783	OVARIAN VEIN, RIGHT
T-48784	PAMPINIFORM PLEXUS
T-48810	PORTAL VEIN, NOS
T-48890	SPLENIC VEIN
T-48930	EXTERNAL ILIAC VEIN
T-49010	UTERINE VEINS
T-49080	PELVIC VEIN
T-49410	FEMORAL VEIN, NOS
T-49530	SAPHENOUS VEIN, NOS
T-4X334	CATHETER, LEFT SUBCLAVIAN VEIN, NOS
T-4X817	CATHETER, INTERNAL JUGULAR VEIN, NOS
T-50000	DIGESTIVE SYSTEM, NOS
T-50010	GASTROINTESTINAL MUCOUS MEMBRANE, NOS
T-50100	GASTROINTESTINAL TRACT, NOS
